idx,crop_time,num_crop,early_exit,num_selected_crop,s1_time,s1_tflops,s1_hit,s2_time,s2_tflops,s2_hit,total_time,total_flops_gflops,acc_uptonow,filename,instruction
492,0.183,1,🫥,0,0.000,0.00,✅,0.871,25.20,✅,1.053,25.20,86.99,mobile_rxb2i5,add this note to favorites
493,0.151,4,🫥,1,0.357,5.43,❌,0.556,11.77,❌,1.064,17.20,86.82,mobile_vqzf88,check the weather of ottawa
494,0.438,3,🫥,1,0.347,5.22,✅,0.605,13.36,✅,1.390,18.58,86.84,mobile_wn61sa,switch on overwrite server
495,0.242,2,🫥,2,0.322,5.20,✅,1.051,26.87,✅,1.615,32.06,86.87,mobile_y6mqo1,open app store
496,0.196,1,🫥,0,0.000,0.00,✅,0.965,27.44,✅,1.162,27.44,86.90,mobile_y8n283,unlock the zoom 
497,0.154,3,🫥,1,0.354,6.07,✅,0.465,8.83,✅,0.973,14.90,86.92,mobile_yoaurq,add a new preferred language
498,0.154,5,🫥,1,0.342,5.63,✅,0.418,6.62,✅,0.915,12.25,86.95,mobile_z0bava,check my qq coins 
499,0.140,2,☑️,0,0.315,5.05,✅,0.000,0.00,✅,0.455,5.05,86.97,mobile_zigyqt,Check the latest QQ notification
500,0.158,2,☑️,0,0.335,6.06,✅,0.000,0.00,✅,0.493,6.06,87.00,mobile_zn2mmo,add a new alarm
501,0.311,1,🫥,0,0.000,0.00,✅,0.944,27.54,✅,1.255,27.54,87.03,mobile_zvu1nq,open the doc named Vclass
